"pageName","facebookId","facebookUrl","feedbackId","postId","shares","comments","isVideo","likes","text","time","url","user/id","user/name","user/profilePic","user/profileUrl","viewsCount","inputUrl","pageAdLibrary/id","pageAdLibrary/is_business_page_active","timestamp"
"foodtalkindia","100078672830597","https://www.facebook.com/foodtalkindia","ZmVlZGJhY2s6OTQyMTk5NTk1MDc5MTI2","942199595079126","0",,,"0","Your pours just found their Seoulmate
Flavoured. Easy drinking. Made for sharing and spontaneous plans.
Pick your flavour, pour it your way, and let the night decide.
Now in Goa.

@seoulmatesoju 

#FindYourSeoulmate #FlavouredSoju #GoaDrinks #PourEasy","2026-01-19T08:53:57.000Z","https://www.facebook.com/foodtalkindia/posts/pfbid02cb1SAmioZZDfJz1NwZfXpG3JUUwQBxRccwEHpYBbgpaSXVTotNmadmZBKbWVCXD3l","100078672830597","Food Talk India","https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-1/306785850_159431120022648_4544070629260689401_n.png?stp=cp0_dst-png_s50x50&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=B2rDCxu4XEYQ7kNvwFp2sIA&_nc_oc=Adn9_c5dQ3jgmxa3MCr953ZiT2x_ugEuBMqEbZ7Q3NFVfKrCcPz4t4QpYqVBStm4r2Y&_nc_zt=24&_nc_ht=scontent-lga3-1.xx&_nc_gid=44vziXEQqjNhw1TwAcU5vA&oh=00_AfoIf8iUZe3LdUkm8MpjjuvjwUzefA1hwg73djamFSTL_g&oe=6973FCFE","https://www.facebook.com/100078672830597",,"https://www.facebook.com/foodtalkindia","373641849431806","false","1768812837"
"foodtalkindia","100078672830597","https://www.facebook.com/foodtalkindia","ZmVlZGJhY2s6OTQxNDEwNTUxODI0Njk3","941410551824697","0",,"true","3","What looks like a humble offering of kala chana is actually centuries of devotion you can taste. For the final episode of Food of the Gods, we visited the Yogmaya Mandir in Mehrauli, one of Delhi’s oldest temples and home to a Prasad that’s as honest and simple as it gets. 

To the eye it may just be chana, but when it’s offered, it becomes something else entirely. 

Thank you for coming on this holy journey with us. Where should we go next? Tell us in the comments! 

Food of The Gods : Season 1, a 6-part series across Delhi’s temples. A Food Talk India production.

#foodtalkindia #foodofthegods #prasad #delhidiaries","2026-01-18T06:44:44.000Z","https://www.facebook.com/reel/3335006643324202/","100078672830597","Food Talk India","https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-1/306785850_159431120022648_4544070629260689401_n.png?stp=cp0_dst-png_s50x50&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=B2rDCxu4XEYQ7kNvwFp2sIA&_nc_oc=Adn9_c5dQ3jgmxa3MCr953ZiT2x_ugEuBMqEbZ7Q3NFVfKrCcPz4t4QpYqVBStm4r2Y&_nc_zt=24&_nc_ht=scontent-lga3-1.xx&_nc_gid=44vziXEQqjNhw1TwAcU5vA&oh=00_AfoIf8iUZe3LdUkm8MpjjuvjwUzefA1hwg73djamFSTL_g&oe=6973FCFE","https://www.facebook.com/100078672830597","313","https://www.facebook.com/foodtalkindia","373641849431806","false","1768718684"
"foodtalkindia","100078672830597","https://www.facebook.com/foodtalkindia","ZmVlZGJhY2s6OTQwNzc5ODgxODg3NzY0","940779881887764","0",,,"0","Save this list. You’ll need it the next time the craving hits.

From smoky tikkas to juicy seekhs and old school kebabs that know their craft, this is Delhi NCR at its most indulgent. Street legends, dhabas, heritage kitchens, and a few modern favourites, all serving kebabs worth planning your meal around.

#foodtalkindia #kebabs #delhifoodie #streetfood","2026-01-17T09:29:19.000Z","https://www.facebook.com/foodtalkindia/posts/pfbid02o2Mq4ADZWrDYgta5CYTgtbb6S215yVoVAtCvcBjGUxcmtRuJYaUymZxvPn4eAG6cl","100078672830597","Food Talk India","https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-1/306785850_159431120022648_4544070629260689401_n.png?stp=cp0_dst-png_s50x50&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=B2rDCxu4XEYQ7kNvwFp2sIA&_nc_oc=Adn9_c5dQ3jgmxa3MCr953ZiT2x_ugEuBMqEbZ7Q3NFVfKrCcPz4t4QpYqVBStm4r2Y&_nc_zt=24&_nc_ht=scontent-lga3-1.xx&_nc_gid=44vziXEQqjNhw1TwAcU5vA&oh=00_AfoIf8iUZe3LdUkm8MpjjuvjwUzefA1hwg73djamFSTL_g&oe=6973FCFE","https://www.facebook.com/100078672830597",,"https://www.facebook.com/foodtalkindia","373641849431806","false","1768642159"
"DelhiFoodWalks","100050530657499","https://www.facebook.com/DelhiFoodWalks","ZmVlZGJhY2s6MTQ1NTM5Njk5MjgyMTMwOQ==","1455396992821309","71","62","true","5408","Baripada special mudhi mansa at Hotel Garma Garam","2026-01-17T13:08:28.000Z","https://www.facebook.com/DelhiFoodWalks/videos/4292545491047416/","100050530657499","Delhi Food Walks","https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/324511383_146963907930022_8598603769951121081_n.png?stp=cp0_dst-png_s50x50&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=wPGNTaOgxf8Q7kNvwHJhGwE&_nc_oc=AdnTarsutBW3Jz5FqV7kwH53FgCtUBkPQTSZc-i2mEEhPff69qOUmEPzEU_C5dw8ri0&_nc_zt=24&_nc_ht=scontent-atl3-1.xx&_nc_gid=ofNPAennIsMV8iw1zeAuIg&oh=00_AfpdDm8-EF4Xc0wIjwzeAk0NqQ7wjiwybEuH_jHue2gYLQ&oe=69741229","https://www.facebook.com/100050530657499","173804","https://www.facebook.com/DelhiFoodWalks","303966349687253","false","1768655308"
"DelhiFoodWalks","100050530657499","https://www.facebook.com/DelhiFoodWalks","ZmVlZGJhY2s6MTQ1MzkwNDYxNjMwMzg4MA==","1453904616303880","64","20","true","2770","Scrumptious homestyle meal in Lulung, Baripada","2026-01-15T14:10:36.000Z","https://www.facebook.com/DelhiFoodWalks/videos/1595939841446405/","100050530657499","Delhi Food Walks","https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/324511383_146963907930022_8598603769951121081_n.png?stp=cp0_dst-png_s50x50&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=wPGNTaOgxf8Q7kNvwHJhGwE&_nc_oc=AdnTarsutBW3Jz5FqV7kwH53FgCtUBkPQTSZc-i2mEEhPff69qOUmEPzEU_C5dw8ri0&_nc_zt=24&_nc_ht=scontent-atl3-1.xx&_nc_gid=ofNPAennIsMV8iw1zeAuIg&oh=00_AfpdDm8-EF4Xc0wIjwzeAk0NqQ7wjiwybEuH_jHue2gYLQ&oe=69741229","https://www.facebook.com/100050530657499","76720","https://www.facebook.com/DelhiFoodWalks","303966349687253","false","1768486236"
"DelhiFoodWalks","100050530657499","https://www.facebook.com/DelhiFoodWalks","ZmVlZGJhY2s6MTQ1MzAyNjM2MzA1ODM3Mg==","1453026363058372","30","21","true","1782","One of the oldest namkeen shops in Baripada","2026-01-14T12:11:42.000Z","https://www.facebook.com/DelhiFoodWalks/videos/4120642791599463/","100050530657499","Delhi Food Walks","https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/324511383_146963907930022_8598603769951121081_n.png?stp=cp0_dst-png_s50x50&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=wPGNTaOgxf8Q7kNvwHJhGwE&_nc_oc=AdnTarsutBW3Jz5FqV7kwH53FgCtUBkPQTSZc-i2mEEhPff69qOUmEPzEU_C5dw8ri0&_nc_zt=24&_nc_ht=scontent-atl3-1.xx&_nc_gid=ofNPAennIsMV8iw1zeAuIg&oh=00_AfpdDm8-EF4Xc0wIjwzeAk0NqQ7wjiwybEuH_jHue2gYLQ&oe=69741229","https://www.facebook.com/100050530657499","48428","https://www.facebook.com/DelhiFoodWalks","303966349687253","false","1768392702"
"CookdTV","100057458348948","https://www.facebook.com/CookdTV/","ZmVlZGJhY2s6MTM4MjY1ODU3MDMyNjA3NQ==","1382658570326075","1","1","true","80","உங்க Smile Cute-ஆ இருக்கு Jiiva 😍

Watch full video on Youtube : https://youtu.be/Om81tbOR0mM

#tigerfire #Jiiva","2026-01-19T09:03:18.000Z","https://www.facebook.com/reel/894754876575353/","100057458348948","Cookd","https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/337260653_520861840248696_6633741061980635200_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=yGE2ZezICdIQ7kNvwHHEbbL&_nc_oc=AdmbLrejTF_5ASkYaDxqC4wJlEBZl_fXJArMj7qbpS07XcwW0RiVzNJn1csMyiTYLQOkOcMtu941dmNuJuclmRCt&_nc_zt=24&_nc_ht=scontent-bos5-1.xx&_nc_gid=TDwrLZ8RVYdcyFvEyjWPUg&oh=00_AfqYaaWmwtkVMiEu0zMX2_F-z2KtZxqZEfle8VMVKFD7sg&oe=6973E806","https://www.facebook.com/100057458348948","2752","https://www.facebook.com/CookdTV/","100608168032865","false","1768813398"
"CookdTV","100057458348948","https://www.facebook.com/CookdTV/","ZmVlZGJhY2s6MTM4MjU5MjkwMDMzMjY0Mg==","1382592900332642","2",,"true","221","கொஞ்சம் சமையல்🍳 நிறைய சிரிப்பு🤣  with actor Jiiva  & team TTT

Watch full video on Youtube : https://youtu.be/Om81tbOR0mM

#cookd  #Jiiva #tigerfire #ttt","2026-01-19T07:00:04.000Z","https://www.facebook.com/reel/2166550780751948/","100057458348948","Cookd","https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/337260653_520861840248696_6633741061980635200_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=yGE2ZezICdIQ7kNvwHHEbbL&_nc_oc=AdmbLrejTF_5ASkYaDxqC4wJlEBZl_fXJArMj7qbpS07XcwW0RiVzNJn1csMyiTYLQOkOcMtu941dmNuJuclmRCt&_nc_zt=24&_nc_ht=scontent-bos5-1.xx&_nc_gid=TDwrLZ8RVYdcyFvEyjWPUg&oh=00_AfqYaaWmwtkVMiEu0zMX2_F-z2KtZxqZEfle8VMVKFD7sg&oe=6973E806","https://www.facebook.com/100057458348948","8942","https://www.facebook.com/CookdTV/","100608168032865","false","1768806004"
"CookdTV","100057458348948","https://www.facebook.com/CookdTV/","ZmVlZGJhY2s6MTM4MjAxMjQ5NzA1NzM0OQ==","1382012497057349","2","1","true","75","You asked us for the recipe so here it is 👩‍🍳
Same comfort food… just a little extra excitement 😋🔥

#easyrecipes #cookd #cookdathome","2026-01-18T13:00:20.000Z","https://www.facebook.com/reel/865287469763356/","100057458348948","Cookd","https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/337260653_520861840248696_6633741061980635200_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=yGE2ZezICdIQ7kNvwHHEbbL&_nc_oc=AdmbLrejTF_5ASkYaDxqC4wJlEBZl_fXJArMj7qbpS07XcwW0RiVzNJn1csMyiTYLQOkOcMtu941dmNuJuclmRCt&_nc_zt=24&_nc_ht=scontent-bos5-1.xx&_nc_gid=TDwrLZ8RVYdcyFvEyjWPUg&oh=00_AfqYaaWmwtkVMiEu0zMX2_F-z2KtZxqZEfle8VMVKFD7sg&oe=6973E806","https://www.facebook.com/100057458348948","3396","https://www.facebook.com/CookdTV/","100608168032865","false","1768741220"
"foodtalkindia","100078672830597","https://www.facebook.com/foodtalkindia","ZmVlZGJhY2s6OTQwMTIzOTg4NjIwMDIw","940123988620020","0",,,"0","This is the place to stay on your next trip to Bangkok. Save this for later. 

Bangkok has a way of revealing itself slowly if you know where to look.
1905 Heritage Corner is the kind of stay that changes how you experience a city. Quieter, closer, more human. This is for travellers who like their hotels to tell a story, not steal the spotlight.

@1905heritagecorner 

#foodtalkindia #checkin #bangkok #bangkokguide","2026-01-16T12:17:50.000Z","https://www.facebook.com/foodtalkindia/posts/pfbid02MSJa8789u6qWBBEKdbqZVDwpfMmGphccvvJiEyvpEcm57jAa7kbJSk1ik4xHuRSUl","100078672830597","Food Talk India","https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-1/306785850_159431120022648_4544070629260689401_n.png?stp=cp0_dst-png_s50x50&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=B2rDCxu4XEYQ7kNvwEam1bB&_nc_oc=AdmGrjqHzuonI5cLBlPYA9gYLbXR__bOsBGcLBDCMrFdDu5M-aqfnpAqezhwxpTD98I&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_gid=y6u4azRfW5iQNJGTzYso9A&oh=00_AfrYNuGb87yjmD4gPc6epnmJT9hzMFHJ4tnw8cH5kKt5RQ&oe=6973FCFE","https://www.facebook.com/100078672830597",,"https://www.facebook.com/foodtalkindia","373641849431806","false","1768565870"
